Winning Horse Name,Sire Name,Race Date,Track,Purse,Race Name,Grade,"Speed
Rating","Class 
Rating",,,,
Never Gone South,Munnings,08-05-15,Delaware Park,"$50,000",Strike Your Colors S.,,87,115.5,,,,
Ready for Rye,City Zip,08-06-15,Saratoga,"$100,000",Quick Call S.,,91,117,,,,
Shrinking Violet,Congaree,08-07-15,Del Mar,"$80,000",Daisycutter H.,,102,119.5,,,,
Takeover Target,Harlan's Holiday,08-07-15,Saratoga,"$200,000",National Museum of Racing Hall of Fame S.,2,92,117.9,,,,
Pinnacle Peak,Yes It's True,08-07-15,Prairie Meadows,"$75,000",Prairie Meadows Juvenile Mile S.,,87,117.4,,,,
Charitable Annuity,Charitable Man,08-07-15,Charles Town,"$50,000",Robert G. Leavitt S.,,84,115.8,,,,
Honor Code,A.P. Indy,08-08-15,Saratoga,"$1,250,000",Whitney S.,1,110,125.4,,,,
Nyquist,Uncle Mo,08-08-15,Del Mar,"$200,000",Best Pal S.,2,102,120.9,,,,
Golden Rifle,Ghostzapper,08-08-15,Gulfstream Park,"$75,000",Eight Miles East S.,,102,117,,,,
Catalina Red,Munnings,08-08-15,Gulfstream Park,"$75,000",Jackson Bend S.,,102,120.3,,,,
Yourdreamsormine,Mr. Sekiguchi,08-08-15,Gulfstream Park,"$150,000",Florida Sire Unbridled S.,,99,118,,,,
Diamond Joe,Dazzling Falls,08-08-15,Canterbury Park,"$40,000",John Bullit S.,,98,117.5,,,,
Elektrum (IRE),High Chaparral (IRE),08-08-15,Del Mar,"$250,000",John C. Mabee S.,2,98,118.5,,,,
Under Control (BRZ),Northern Afleet,08-08-15,Saratoga,"$100,000",Lure S.,,98,119.7,,,,
Cavorting,Bernardini,08-08-15,Saratoga,"$500,000",Test S.,1,98,122.5,,,,
Warren's Rebel,Ole Rebel,08-08-15,Louisiana Downs,"$50,000",Louisiana Cup Sprint S.,,97,117.3,,,,
Shock Hazard,Dunkirk,08-08-15,Prairie Meadows,"$75,000",Dan Johnson Memorial Sprint S.,,96,117.7,,,,
Oak Bluffs,Defrere,08-08-15,Monmouth Park,"$60,000",My Frenchman S.,,96,118.1,,,,
Oh My Gravy,Repent,08-08-15,Prairie Meadows,"$100,000",Ralph Hayes S.,,95,118.3,,,,
The Pickett Factor,Gold Tribute,08-08-15,Louisiana Downs,"$100,000",Super Derby Prelude S.,,95,118.1,,,,
Recepta,Speightstown,08-08-15,Saratoga,"$100,000",De La Rose S.,,94,119.7,,,,
Call Pat,Lawyer Ron,08-08-15,Ellis Park,"$100,000",Groupie Doll S.,3,94,119.2,,,,
String King,Crowned King,08-08-15,Louisiana Downs,"$75,000",Louisiana Cup Turf Classic S.,,94,118.5,,,,
Cabana,Flatter,08-08-15,Arlington Park,"$50,000",Mike Spellman Memorial H.,,94,117.1,,,,
Dogwood Trail,Awesome of Course,08-08-15,Gulfstream Park,"$150,000",Florida Sire Three Ring S.,,93,118.4,,,,
Marbre Rose (IRE),Smart Strike,08-08-15,Woodbine,"$150,000",Seaway S.,3,93,118.5,,,,
Floating Feather,Lucky Pulpit,08-08-15,Les Bois Park,"$30,000",Idaho Cup Classic S.,,91,116.8,,,,
Notch,Sky Approval,08-08-15,Hazel Park,"$40,000",Michigan Sire S.,,91,117.2,,,,
Yankee Dealer,Yankee Gentleman,08-08-15,Arlington Park,"$50,000",Black Tie Affair H.,,90,118.1,,,,
Another Pinot,B. J.'s Mark,08-08-15,Louisiana Downs,"$50,000",Louisiana Cup Filly and Mare Sprint S.,,90,116.9,,,,
Flower Lady,Flower Alley,08-08-15,Louisiana Downs,"$75,000",Louisiana Cup Distaff S.,,89,116,,,,
Solomon Bay,Leroidesanimaux (BRZ),08-08-15,Santa Rosa,"$50,000",Robert Dupret Derby,,89,115.9,,,,
Belle Hill,Sky Mesa,08-08-15,Emerald Downs,"$65,000",Washington Oaks,,88,116.2,,,,
Goldy Espony (FR),Vespone (IRE),08-08-15,Saratoga,"$200,000",Waya S.,3,88,120.3,,,,
Cat Trap,Cowtown Cat,08-08-15,Ruidoso Downs,"$50,000",Aspen Cup S.,,87,116.4,,,,
One Fine Dream,Woke Up Dreamin,08-08-15,Prairie Meadows,"$75,000",Iowa Cradle S.,,87,116.2,,,,
Rallydownthealley,Flower Alley,08-08-15,Prairie Meadows,"$100,000",Donna Reed S.,,86,114.8,,,,
Laugh It Up,Straight Faced,08-08-15,Sunray Park,"$30,000",Dr. O. G. Fischer Memorial H.,,86,115.2,,,,
Sogn,Cause Ur Mine,08-08-15,Les Bois Park,"$32,250",Idaho Cup Ladies Classic S.,,86,115.9,,,,
Net Gain,Include,08-08-15,Prairie Meadows,"$80,000",Iowa Breeders' Derby,,86,116.6,,,,
High Legend,Elusive Hour,08-08-15,Hazel Park,"$40,000",Michigan Sire S.,,86,114.9,,,,
Dream of Me,High Cotton,08-08-15,Gulfstream Park,"$200,000",Florida Sire Dr. Fager S.,,84,117.9,,,,
Wait N C Spring,Spring At Last,08-08-15,Prairie Meadows,"$80,000",Iowa Breeders' Oaks,,84,116.3,,,,
Master Mick,Two Step Salsa,08-08-15,Thistledown,"$75,000",Cleveland Kindergarten S.,,83,115.6,,,,
Hold for More,Hold Me Back,08-08-15,Canterbury Park,"$80,000",Minnesota Derby,,83,114.1,,,,
Chrome Mine,Mineshaft,08-08-15,Charles Town,"$50,000",Sadie Hawkins S.,,83,116.3,,,,
Cajun Conoseir,Closing Argument,08-08-15,Louisiana Downs,"$50,000",Louisiana Cup Juvenile Fillies S.,,82,115.4,,,,
Lori's Store,El Prado (IRE),08-08-15,Gulfstream Park,"$75,000",Soaring Softly S.,,82,118.1,,,,
Stormation,Stormy Atlantic,08-08-15,Canterbury Park,"$40,000",Careless Navigator Overnight S.,,81,114.7,,,,
Dreamin,Woke Up Dreamin,08-08-15,Prairie Meadows,"$75,000",Iowa Sorority S.,,81,113.9,,,,
Icy Gentleman,Yankee Gentleman,08-08-15,Louisiana Downs,"$50,000",Louisiana Cup Juvenile S.,,81,113,,,,
Comeflywithanangel,Equality,08-08-15,Hazel Park,"$40,000",Michigan Sire S.,,80,115.1,,,,
It's High Time,Gone Astray,08-08-15,Gulfstream Park,"$200,000",Florida Sire Desert Vixen S.,,79,118.3,,,,
Gun Powder,Gun Power,08-08-15,Hazel Park,"$40,000",Michigan Sire S.,,77,115.7,,,,
Sioux Appeal,Successful Appeal,08-08-15,Canterbury Park,"$80,000",Minnesota Oaks,,77,112.7,,,,
Trinity Revealed,Equality,08-08-15,Hazel Park,"$40,000",Michigan Sire S.,,75,110.7,,,,
Runnin Fun,Equality,08-08-15,Hazel Park,"$40,000",Michigan Sire S.,,73,108.8,,,,
High Dollar Gal,Big E E,08-08-15,Northlands Park,"$50,000",Two Year Old Filly Sales S.,,73,114.3,,,,
Limitlessinyellow,Outrageous Limit,08-08-15,Les Bois Park,"$30,000",Idaho Cup Distaff Derby,,71,109,,,,
Top Game,Top Hit,08-08-15,Les Bois Park,"$30,000",Idaho Cup Juvenile S.,,71,109.2,,,,
June Bug Ben,One Union,08-08-15,Les Bois Park,"$30,000",Idaho Cup Thoroughbred Derby,,70,111.1,,,,
Modernotis,Stephanotis,08-08-15,Northlands Park,"$50,000",Two Year Old Sales S.,,67,113,,,,
Bay of Plenty,Medaglia d'Oro,08-09-15,Saratoga,"$100,000",Alydar S.,,104,122.1,,,,
Prospect Park,Tapit,08-09-15,Del Mar,"$150,000",La Jolla H.,3,96,119.8,,,,
R Frosty One,Southern Success,08-09-15,Presque Isle Downs,"$75,000",Malvern Rose S.,,94,115.9,,,,
Be Proud,Proud Citizen,08-09-15,Canterbury Park,"$40,000",Hoist Her Flag S.,,93,115.4,,,,
Outside Nashville,Broken Vow,08-09-15,Santa Rosa,"$50,000",Joseph T. Grace H.,,93,119.1,,,,
Prime Engine,Northern Afleet,08-09-15,Emerald Downs,"$65,000",Emerald Downs Derby,,88,117.2,,,,
Get Rhythm,Street Boss,08-09-15,Woodbine,"$125,000",Ontario Debutante S.,,87,115,,,,
Season Ticket,Lemon Drop Kid,08-09-15,Woodbine,"$250,000",Wonder Where S.,,86,116.2,,,,
Expected Ruler,Leroidesanimaux (BRZ),08-09-15,Monmouth Park,"$60,000",Tyro S.,,81,116,,,,
Needmore Flattery,Flatter,08-09-15,Belterra Park,"$75,000",Vivacious H.,,79,115.7,,,,
Blazing Charcoal,Mr. Silver,08-09-15,Belterra Park,"$75,000",Horizon S.,,73,109.4,,,,
Ex Ex Ex,Read the Footnotes,08-10-15,Saratoga,"$100,000",New York Stallion Series S.,,79,115.5,,,,
Gator Heat,Southwestern Heat,08-11-15,Sunray Park,"$50,000",Dine S.,,74,114.4,,,,
Tacticus,A.P. Indy,08-12-15,Saratoga,"$100,000",Birdstone S.,,95,120,,,,
Calgary Cat,Cowtown Cat,08-12-15,Woodbine,"$100,000",Ontario Jockey Club S.,,94,118.6,,,,
Purely Boy,Purim,08-12-15,Indiana Grand,"$30,000",Don K Memorial Starter Series S.,,92,118.2,,,,
Lady Fog Horn,Zavata,08-12-15,Indiana Grand,"$150,000",Indiana First Lady S.,,91,117.7,,,,
Pretty N Cool,Scat Daddy,08-12-15,Del Mar,"$200,000",Sorrento S.,2,90,121.5,,,,
Memphisinmay,Rockport Harbor,08-12-15,Indiana Grand,"$150,000",Governor's S.,,88,115.6,,,,
Freudie Anne,Freud,08-13-15,Saratoga,"$100,000",New York Stallion Series S.,,88,116.7,,,,
Sentiero Italia,Medaglia d'Oro,08-14-15,Saratoga,"$300,000",Maker's Mark Lake Placid S.,2,96,120.3,,,,
Curlin's Fox,Curlin,08-14-15,Del Mar,"$80,000",Sandy Blue H.,,96,119.9,,,,
Hard to Stay Notgo,More Than Ready,08-14-15,Finger Lakes,"$50,000",Niagara S.,,90,116.9,,,,
Rock and Glory,Rock Hard Ten,08-14-15,Northlands Park,"$75,000",City of Edmonton Distaff H.,,89,116.8,,,,
Stays in Vegas,City Zip,08-14-15,Santa Rosa,"$50,000",Wine Country Debutante S.,,85,116.7,,,,
Sharla Rae,Afleet Alex,08-15-15,Del Mar,"$300,000",Del Mar Oaks,1,103,118.6,,,,
Smack Smack,Closing Argument,08-15-15,Remington Park,"$175,000",Governor's Cup S.,,102,120.3,,,,
Rivers Run Deep,Ready's Image,08-15-15,Thistledown,"$75,000",Honey Jay S.,,102,118.3,,,,
Academic,Henny Hughes,08-15-15,Northlands Park,"$200,000",Canadian Derby,3,101,120.3,,,,
Ivan Fallunovalot,Valid Expectations,08-15-15,Remington Park,"$75,000",David M. Vance Sprint S.,,101,121.5,,,,
For Cash,Stephen Got Even,08-15-15,Northlands Park,"$50,000",Westerner H.,,101,119.3,,,,
Grand Arch,Arch,08-15-15,Saratoga,"$500,000",Fourstardave H.,2,100,121.2,,,,
Lucky Speed (IRE),Silvano (GER),08-15-15,Arlington Park,"$350,000",American St. Leger S.,3,99,120.9,,,,
The Pizza Man,English Channel,08-15-15,Arlington Park,"$1,000,000",Arlington Million S.,1,98,122.9,,,,
Watsdachances (IRE),Diamond Green (FR),08-15-15,Arlington Park,"$700,000",Beverly D. S.,1,98,120.7,,,,
Just Wicked,Tapit,08-15-15,Saratoga,"$200,000",Adirondack S.,2,96,118.5,,,,
Highland Reel (IRE),Galileo (IRE),08-15-15,Arlington Park,"$450,000",Secretariat S.,1,94,121.2,,,,
Joya Real,Eddington,08-15-15,Monmouth Park,"$60,000",Blue Sparkler S.,,93,117.8,,,,
Habibi (NZ),Ekraar,08-15-15,Woodbine,"$100,000",Flaming Page S.,,92,119.3,,,,
Mizz Money,Mizzen Mast,08-15-15,Arlington Park,"$100,000",Pucker Up S.,3,92,116,,,,
Lucy's Bob Boy,Flatter,08-15-15,Charles Town,"$50,000",Frank Gall Memorial S.,,90,118.7,,,,
Richard's Boy,Idiot Proof,08-15-15,Santa Rosa,"$50,000",Jess Jackson Owners' H.,,90,115.5,,,,
Clear the Runway,Broken Vow,08-15-15,Northlands Park,"$50,000",Sun Sprint Championship H.,,88,117.9,,,,
Singanothersong,Songandaprayer,08-15-15,Gulfstream Park,"$75,000",Bonita S.,,86,116.4,,,,
Mach One Rules,Harbor the Gold,08-15-15,Emerald Downs,"$50,000",W.T.B.O.A. Lads S.,,86,114.6,,,,
Hero's Amor,Street Hero,08-15-15,Northlands Park,"$50,000",Sonoma H.,,83,116.6,,,,
Recount,Limehouse,08-15-15,Arlington Park,"$50,000",Bruce D. Memorial S.,,82,116.1,,,,
Ruth Less Blue,Giant Gizmo,08-15-15,Woodbine,"$150,000",Vandal S.,,82,114.5,,,,
Sandhill Lady,Oliver's Twist,08-15-15,Arapahoe Park,"$40,000",Spicy S.,,79,114.8,,,,
Princess Kennedy,Sun King,08-15-15,Emerald Downs,"$50,000",Barbara Shinpoch S.,,76,118.9,,,,
Bourbon Sense,Street Sense,08-16-15,Arapahoe Park,"$100,000",Arapahoe Park Classic S.,,99,116.5,,,,
Stryker Phd,Bertrando,08-16-15,Emerald Downs,"$200,000",Longacres Mile H.,3,99,120.6,,,,
Taris,Flatter,08-16-15,Del Mar,"$100,000",Rancho Bernardo H.,3,99,121.4,,,,
Smokey Image,Southern Image,08-16-15,Santa Rosa,"$50,000",Cavonnier Juvenile S.,,94,117.8,,,,
Interpol,English Channel,08-16-15,Woodbine,"$200,000",Sky Classic S.,2,93,119,,,,
Exaggerator,Curlin,08-16-15,Saratoga,"$200,000",Saratoga Special S.,2,92,118.6,,,,
Chati's On Top,Old Topper,08-16-15,Del Mar,"$150,000",Solana Beach H.,,92,117.7,,,,
Katie's Kiss,Kantharos,08-16-15,Gulfstream Park,"$75,000",Summer Winds S.,,91,115.7,,,,
Danish Dynaformer,Dynaformer,08-16-15,Woodbine,"$500,000",Breeders' S.,,90,118.7,,,,
Texas Chrome,Grasshopper,08-16-15,Arapahoe Park,"$100,000",Gold Rush Futurity,,89,119.3,,,,
Lady Rosberg,Rosberg,08-16-15,Emerald Downs,"$65,000",Emerald Distaff H.,,86,117.3,,,,
Ruby Notion,Great Notion,08-16-15,Monmouth Park,"$60,000",Colleen S.,,75,114.6,,,,
Hot Stones,Bustin Stones,08-17-15,Saratoga,"$100,000",Saratoga Dew S.,,96,121.4,,,,
Shug's Hope,Shame On Charlie,08-18-15,Sunray Park,"$50,000",C.O. Ken Kendrick Memorial S.,,73,114,,,,
Mr. Digger,Quinton's Gold,08-18-15,Sunray Park,"$50,000",Totah S.,,73,112.6,,,,
Holy Lute,Midnight Lute,08-19-15,Del Mar,"$80,000",Green Flash H.,,100,118.7,,,,
Simple Surprise,Cowboy Cal,08-19-15,Saratoga,"$100,000",Bolton Landing S.,,84,114.4,,,,
Tricky Zippy,City Zip,08-20-15,Saratoga,"$100,000",Union Avenue S.,,94,120.9,,,,
Breakin the Fever,Roaring Fever,08-21-15,Finger Lakes,"$50,000",Ontario County S.,,101,117.9,,,,
Brass and Gold,Sungold,08-21-15,Hastings Racecourse,"$50,000",British Columbia Cup Classic H.,,92,116.9,,,,
Touching Promise,Touch Gold,08-21-15,Hastings Racecourse,"$50,000",British Columbia Cup Distaff H.,,91,117.4,,,,
Bluegrass Angus,Bluegrass Cat,08-21-15,Hastings Racecourse,"$50,000",Richmond Derby Trial  H.,,91,115.3,,,,
Honey Lake,Dynaformer,08-21-15,Del Mar,"$80,000",CTT and TOC H.,,90,117.4,,,,
Perfect to Please,Pleasantly Perfect,08-21-15,Remington Park,"$50,000",Red Earth S.,,87,115.4,,,,
Too Discreet,Discreet Cat,08-21-15,Saratoga,"$100,000",Schenectady S.,,81,115.1,,,,
C U At Eau Claire,Haynesfield,08-21-15,Hastings Racecourse,"$50,000",Hard Rock Casino Vancouver H.,,80,115.4,,,,
Morning Coffee,Quiet American,08-21-15,Hastings Racecourse,"$50,000",Hong Kong Jockey Club H.,,79,114.4,,,,
Stanz in Command,Second in Command,08-21-15,Hastings Racecourse,"$50,000",New Westminster H.,,76,114.2,,,,
Beholder,Henny Hughes,08-22-15,Del Mar,"$1,000,000",Pacific Classic S.,1,112,125.2,,,,
Appealing Tale,Tale of the Cat,08-22-15,Del Mar,"$250,000",Pat O'Brien S.,2,101,122.3,,,,
Embellish the Lace,Super Saver,08-22-15,Saratoga,"$600,000",Alabama S.,1,100,121.7,,,,
Big John B,Hard Spun,08-22-15,Del Mar,"$250,000",Del Mar H.,2,96,120.5,,,,
Cougar Ridge,Johannesburg,08-22-15,Remington Park,"$75,000",Edward J. Debartolo Memorial H.,,95,117.9,,,,
Flutterby,Congrats,08-22-15,Gulfstream Park,"$75,000",Gold Mover S.,,95,119.5,,,,
Shore Runner,More Than Ready,08-22-15,Saratoga,"$100,000",Troy S.,,95,118.9,,,,
Joy,Pure Prize,08-22-15,Laurel Park,"$60,000",All Brandy S.,,94,116.4,,,,
Phlash Phelps,Great Notion,08-22-15,Laurel Park,"$60,000",Find S.,,94,118,,,,
Don't Leave Me,Lemon Drop Kid,08-22-15,Woodbine,"$150,000",Ontario Colleen S.,3,94,117.4,,,,
Delightful Joy,Tapit,08-22-15,Monmouth Park,"$100,000",Monmouth Oaks,3,93,120.4,,,,
Page McKenney,Eavesdropper,08-22-15,Penn National,"$75,000",Robellino S.,,91,118.6,,,,
Shogood,Nobiz Like Shobiz,08-22-15,Arlington Park,"$100,000",Arlington-Washington Futurity,3,88,117.9,,,,
Monster Sleeping,Oratory,08-22-15,Laurel Park,"$60,000",Jameela S.,,85,116.7,,,,
Ben's Cat,Parker's Storm Cat,08-22-15,Laurel Park,"$60,000",Mister Diz S.,,81,116.6,,,,
Candy Man's Girl,Charitable Man,08-22-15,Charles Town,"$50,000",Sylvia Bishop Memorial S.,,77,113.5,,,,
Langara,Langfuhr,08-22-15,Assiniboia Downs,"$30,000",CTHS Sales S.,,71,112.4,,,,
Stallwalkin' Dude,City Place,08-23-15,Saratoga,"$100,000",Tale of the Cat S.,,100,119.8,,,,
Avanzare,Grand Reward,08-23-15,Del Mar,"$200,000",Del Mar Mile H.,2,99,119.7,,,,
Reporting Star,Circular Quay,08-23-15,Woodbine,"$200,000",Play the King S.,2,99,120.7,,,,
Middleburg,Lemon Drop Kid,08-23-15,Monmouth Park,"$100,000",Cliff Hanger S.,3,91,118,,,,
Billy's Star,Perfect Soul (IRE),08-23-15,Woodbine,"$125,000",Victoria Park S.,,88,114.5,,,,
Catch My Drift,Pioneerof the Nile,08-24-15,Saratoga,"$100,000",Summer Colony S.,,96,120.9,,,,
Two Brews to Go,Milwaukee Brew,08-25-15,Fort Erie,"$30,000",Andy Passero Memorial Cup S.,,89,116,,,,
Whitcomb Hill,Saint Anddan,08-25-15,Fort Erie,"$30,000",Bob Summers Memorial Cup S.,,87,113.9,,,,
English Holiday,English Channel,08-25-15,Fort Erie,"$30,000",Molson Cup S.,,76,111.3,,,,
Silverhill,Silver City,08-25-15,Sunray Park,"$35,000",SunRay Park and Casino H.,,70,115.7,,,,
Point Piper,Giant's Causeway,08-26-15,Del Mar,"$80,000",Harry F. Brubaker S.,,102,119.7,,,,
Da Big Hoss,Lemon Drop Kid,08-26-15,Saratoga,"$100,000",John's Call S.,,96,119.9,,,,
Daddy Justice,Lantana Mob,08-26-15,Indiana Grand,"$75,000",Paul Tinkle ITOBA Stallion Season Colts and Geldings S.,,83,113.1,,,,
Show Me Indy,Ocean Indy,08-26-15,Indiana Grand,"$75,000",ITOBA Stallion Season Fillies S.,,66,109.5,,,,
Stormy Regatta,Midshipman,08-27-15,Saratoga,"$100,000",Riskaverse S.,,94,117.1,,,,
Lubash,Freud,08-28-15,Saratoga,"$150,000",West Point S.,,95,118.4,,,,
The Tea Cups,Hard Spun,08-28-15,Saratoga,"$150,000",Yaddo S.,,94,117.4,,,,
Sudden Surprise,Giant Surprise,08-28-15,Saratoga,"$200,000",Funny Cide S.,,93,119.2,,,,
Good Luck Gus,Lookin At Lucky,08-28-15,Saratoga,"$250,000",Albany S.,,91,117.2,,,,
She's All Ready,Girolamo,08-28-15,Saratoga,"$200,000",Seeking the Ante S.,,91,117.9,,,,
Patriotic Diamond,Hat Trick (JPN),08-28-15,Del Mar,"$150,000",Generous Portion S.,,89,121.6,,,,
Zeta Zody,Omega Code,08-28-15,Remington Park,"$50,000",Bob Barry Memorial S.,,88,116.5,,,,
Jc's Shooting Star,Miracle Man,08-28-15,Saratoga,"$200,000",Fleet Indian S.,,87,117.4,,,,
Flintshire (GB),Dansili (GB),08-29-15,Saratoga,"$1,000,000",Sword Dancer S.,1,116,124.7,,,,
Runhappy,Super Saver,08-29-15,Saratoga,"$500,000",King's Bishop S.,1,111,122.9,,,,
Private Zone,Macho Uno,08-29-15,Saratoga,"$700,000",Forego S.,1,106,124.1,,,,
Gimme Da Lute,Midnight Lute,08-29-15,Del Mar,"$100,000",El Cajon S.,,105,120,,,,
Island Town,Hard Spun,08-29-15,Parx Racing,"$300,000",Smarty Jones S.,3,101,119.8,,,,
Keen Ice,Curlin,08-29-15,Saratoga,"$1,600,000",Travers S.,1,101,122,,,,
Sheer Drama,Burning Roma,08-29-15,Saratoga,"$750,000",Personal Ensign S.,1,98,121.9,,,,
Unbridled Forever,Unbridled's Song,08-29-15,Saratoga,"$500,000",Ballerina S.,1,97,121.3,,,,
Nun the Less,Candy Ride (ARG),08-29-15,Canterbury Park,"$200,000",Mystic Lake Derby,,96,118.4,,,,
Photo Call (IRE),Galileo (IRE),08-29-15,Monmouth Park,"$100,000",Violet S.,3,92,118.5,,,,
Dacita (CHI),Scat Daddy,08-29-15,Saratoga,"$400,000",Ketel One Ballston Spa S.,2,91,120,,,,
Needmore Flattery,Flatter,08-29-15,Thistledown,"$75,000",Pay the Man S.,,90,117.9,,,,
School Board Prez,Courageous Cat,08-29-15,Belterra Park,"$75,000",Kevin Goemmer Tah Dah S.,,85,115.4,,,,
Zackarooney,K One King,08-29-15,Evangeline Downs,"$75,000",Evangeline Downs Star S.,,80,112.7,,,,
Marquee Miss,Cowboy Cal,08-29-15,Arlington Park,"$75,000",Arlington-Washington Lassie S.,,78,116.8,,,,
Flashy Appeal,Flashy Bull,08-29-15,Evangeline Downs,"$75,000",Evangeline Downs Starlet S.,,70,112.8,,,,
Lady Shipman,Midshipman,08-30-15,Saratoga,"$100,000",Smart N Fancy S.,,103,119.1,,,,
Valid,Medaglia d'Oro,08-30-15,Monmouth Park,"$150,000",Philip H. Iselin S.,3,102,122,,,,
Stellar Wind,Curlin,08-30-15,Del Mar,"$100,000",Torrey Pines S.,3,100,121.2,,,,
Born in a Breeze,Leonnatus Anteas,08-30-15,Woodbine,"$125,000",Vice Regent S.,,90,116.2,,,,
Theogony,Curlin,08-30-15,Woodbine,"$100,000",Belle Mahone S.,,85,117.3,,,,
High Noon Rider,Distorted Humor,08-31-15,Saratoga,"$100,000",Better Talk Now S.,,92,117.6,,,,
Melmich,Wilko,09-02-15,Woodbine,"$125,000",OLG Elgin S. Presented by Bear Stables S.,,99,120.5,,,,
Wild in the Saddle,Silic (FR),09-02-15,Del Mar,"$80,000",Tranquility Lake S.,,99,121.3,,,,
Rexton,Philanthropist,09-02-15,Woodbine,"$125,000",OLG Kenora S. presented by H.B.P.A. of Ontario S.,,95,116.3,,,,
Hampstead Heath,Macho Uno,09-02-15,Woodbine,"$125,000",OLG Halton S. presented by Tipperary Equestrian S.,,93,117.9,,,,
Brooklynsway,Giant Gizmo,09-02-15,Woodbine,"$125,000",OLG Algoma S. presented by Adena Springs Canada S.,,92,117.2,,,,
Amis Gizmo,Giant Gizmo,09-02-15,Woodbine,"$200,000",OLG Simcoe S.,,92,117.3,,,,
Shake Down Baby,Wando,09-02-15,Woodbine,"$200,000",OLG Muskoka S. presented by Not Bourbon S.,,85,116.6,,,,
Azar,Scat Daddy,09-02-15,Saratoga,"$200,000",With Anticipation S.,2,85,115.5,,,,
Harmonize,Scat Daddy,09-03-15,Saratoga,"$100,000",P. G. Johnson S.,,92,116.8,,,,
Smokey Image,Southern Image,09-04-15,Del Mar,"$150,000",I'm Smokin S.,,102,120.2,,,,
Royal Posse,Posse,09-04-15,Saratoga,"$100,000",Evan Shipman S.,,92,119.6,,,,
Bootleggers Wife,Leroidesanimaux (BRZ),09-04-15,Northlands Park,"$50,000",Bird of Pay S.,,82,116.5,,,,
Liam's Map,Unbridled's Song,09-05-15,Saratoga,"$600,000",Woodward S.,1,106,124.5,,,,
Duff,Candy Ride (ARG),09-05-15,Parx Racing,"$100,000",Roanoke S.,,102,119.8,,,,
Josdesanimaux,Leroidesanimaux (BRZ),09-05-15,Gulfstream Park,"$150,000",Florida Sire Jewel Princess S.,,100,119.9,,,,
Songbird,Medaglia d'Oro,09-05-15,Del Mar,"$300,000",Del Mar Debutante S.,1,97,123.7,,,,
White Rose,Tapit,09-05-15,Saratoga,"$200,000",Glens Falls S.,3,97,120,,,,
World Approval,Northern Afleet,09-05-15,Saratoga,"$300,000",Saranac S.,3,97,118.5,,,,
Tourist,Tiznow,09-05-15,Kentucky Downs,"$300,000",More Than Ready Mile S.,,96,121.5,,,,
Can't Explain,Not for Love,09-05-15,Gulfstream Park,"$75,000",Wasted Tears S.,,96,118.6,,,,
Twotwentyfive A,Awesome of Course,09-05-15,Gulfstream Park,"$150,000",Florida Sire Prized S.,,95,116.8,,,,
Hollywood Don,Tapit,09-05-15,Del Mar,"$100,000",Del Mar Juvenile Turf S.,,94,117.7,,,,
This Ain't No Bull,Holy Bull,09-05-15,Parx Racing,"$100,000",Marshall Jenney H.,,94,117.4,,,,
Kitten's Point,Kitten's Joy,09-05-15,Parx Racing,"$100,000",Mrs. Penny S.,,94,119.8,,,,
Rachel's Valentina,Bernardini,09-05-15,Saratoga,"$350,000",Spinaway S.,1,94,121,,,,
Johnny Handsome,Zanjero,09-05-15,Gulfstream Park,"$75,000",The Vid S.,,94,117.8,,,,
Strict Compliance,Into Mischief,09-05-15,Monmouth Park,"$100,000",Boiling Springs S.,3,93,117.4,,,,
Discreet Senorita,Discreet Cat,09-05-15,Parx Racing,"$100,000",Dr. Teresa Garofalo Memorial S.,,92,116.6,,,,
Jac's Fact,Kentucky Dane,09-05-15,Thistledown,"$75,000",Governor's Buckeye Cup S.,,89,117.9,,,,
R Frosty One,Southern Success,09-05-15,Parx Racing,"$100,000",Mrs. Penny S.,,89,115.8,,,,
Worth the Worry,Hook and Ladder,09-05-15,Suffolk Downs,"$50,000",Rise Jim S.,,89,113.8,,,,
Tribal Drama,Big Drama,09-05-15,Gulfstream Park,"$300,000",Florida Sire Affirmed S.,,86,117.2,,,,
Riker,Include,09-05-15,Woodbine,"$125,000",Swynford S.,,83,116.9,,,,
Cajun Schill,Artie Schiller,09-05-15,Kentucky Downs,"$300,000",Calumet Farm Juvenile S.,,82,115.5,,,,
Ballet Diva,Hear No Evil,09-05-15,Gulfstream Park,"$300,000",Florida Sire Susan's Girl S.,,82,118.5,,,,
Kristofferson,Rock Hard Ten,09-05-15,Northlands Park,"$50,000",Birdcatcher S.,,81,115.6,,,,
Navy Nurse,Service Stripe,09-05-15,Suffolk Downs,"$50,000",Isadorable S.,,79,112.7,,,,
Ruthless Quality,Elusive Quality,09-05-15,Kentucky Downs,"$300,000",Kentucky Downs Juvenile Fillies S.,,77,115.5,,,,
Miss Wilby,Imperialism,09-05-15,Suffolk Downs,"$50,000",African Prince S.,,75,110.8,,,,
Uzziel,Harlington,09-06-15,Del Mar,"$80,000",C.E.R.F. S.,,103,121.1,,,,
A P Is Loose,Monarchos,09-06-15,Canterbury Park,"$60,000",Wally's Choice Minnesota Classic Championship S.,,101,119.3,,,,
Cavorting,Bernardini,09-06-15,Saratoga,"$300,000",Prioress S.,2,98,121.3,,,,
Om,Munnings,09-06-15,Del Mar,"$250,000",Del Mar Derby S.,2,97,120,,,,
